,dest,src,time
46942,162.213.52.220,189.130.213.102,11:25:04
46943,122.250.198.80,169.17.187.113,04:44:59
46944,82.74.89.140,249.30.248.219,23:17:37
46945,177.138.249.171,66.125.83.128,07:33:15
46946,42.108.142.202,37.83.177.240,14:17:24
46947,87.36.141.134,253.121.102.199,01:17:49
46948,14.75.72.205,187.217.198.78,07:37:32
46949,52.47.108.107,128.217.210.155,20:40:04
4695,84.146.254.14,116.147.41.182,12:44:27
46950,115.37.239.154,37.83.177.240,07:06:04
46951,39.211.153.23,170.228.83.128,08:48:58
46952,97.39.221.168,158.35.89.249,13:08:33
46953,228.19.239.26,7.127.92.195,06:42:07
46954,183.239.16.33,87.0.32.162,23:06:20
46955,51.201.8.64,102.183.95.136,06:07:10
46956,182.213.16.100,235.119.215.135,01:03:06
46957,5.150.10.243,204.185.200.53,22:27:52
46958,110.125.5.176,255.38.223.229,10:17:54
46959,169.95.114.168,27.0.14.116,15:06:21
4696,90.164.8.50,153.225.111.200,16:58:45
46960,99.12.85.208,255.185.129.139,21:18:20
46961,95.125.80.108,227.48.15.169,10:15:47
46962,224.167.191.242,239.129.100.140,11:21:39
46963,175.197.77.139,152.36.228.124,14:20:29
46964,105.195.192.7,163.153.131.74,00:59:54
46965,13.68.49.200,56.239.237.28,17:16:09
46966,9.133.85.91,196.237.232.42,01:58:47
46967,204.64.234.195,45.210.100.29,04:13:49
46968,240.187.123.3,210.179.88.232,23:27:33
46969,169.9.52.137,129.186.171.110,06:24:16
4697,247.185.2.62,0.234.166.205,07:47:21
46970,89.153.27.28,132.4.168.24,00:07:14
46971,56.27.228.162,22.185.101.127,16:02:28
46972,168.146.91.223,98.219.180.110,09:57:25
46973,255.245.137.38,150.198.88.89,21:33:57
46974,250.100.174.193,163.95.78.80,01:27:16
46975,164.236.4.67,221.194.165.133,04:38:47
46976,46.192.144.200,39.4.42.179,18:46:49
46977,137.221.179.77,250.184.27.159,07:05:15
46978,85.45.229.187,4.196.228.139,13:55:29
46979,200.99.230.122,130.199.85.165,09:41:09
4698,238.95.110.250,22.26.168.29,14:27:19
46980,178.99.232.73,120.84.233.198,00:40:02
46981,28.15.135.59,91.17.33.15,21:35:44
46982,232.72.248.29,179.81.221.95,21:34:45
46983,24.217.13.250,117.46.146.238,03:43:40
46984,99.236.171.138,19.97.26.65,16:34:01
46985,0.125.201.36,98.219.242.166,06:35:52
46986,129.251.133.19,12.7.109.9,06:10:29
46987,193.48.254.71,239.199.67.141,09:13:14
46988,240.129.80.126,73.113.103.84,23:36:26
46989,45.42.195.18,174.12.22.10,02:34:39
4699,197.218.33.126,232.53.229.17,06:51:14
46990,191.214.220.183,126.116.10.33,05:40:07
46991,19.255.148.31,73.223.154.81,22:53:14
46992,72.27.252.106,93.46.128.9,00:57:04
46993,211.255.62.75,244.1.97.119,04:29:41
46994,182.147.10.69,38.189.141.87,14:17:51
46995,175.248.245.86,5.218.235.73,15:01:00
46996,198.159.72.108,174.90.191.198,00:05:06
46997,124.59.252.116,66.58.33.50,22:48:58
46998,38.81.81.57,93.136.139.255,06:10:59
46999,6.172.245.36,74.143.50.120,17:13:33
47,14.166.166.238,115.43.173.77,08:09:16
470,122.32.251.25,169.13.238.190,22:52:20
4700,244.50.114.41,178.247.131.243,05:59:23
47000,191.173.239.254,43.229.69.83,17:09:56
47001,242.92.216.63,204.90.93.30,17:19:01
47002,201.193.154.57,147.42.5.61,16:41:27
47003,229.110.189.191,255.185.129.139,06:06:26
47004,98.208.121.221,170.36.4.7,17:59:45
47005,139.76.190.24,73.117.82.201,18:10:41
47006,35.9.77.252,198.178.98.245,19:45:37
47007,128.80.9.74,79.33.185.219,12:37:34
47008,146.183.231.183,122.67.158.213,08:50:59
47009,114.67.7.68,211.69.119.250,06:21:46
4701,159.222.166.27,238.110.221.143,17:19:46
47010,36.79.243.147,190.236.219.44,06:39:51
47011,180.38.115.234,118.169.105.162,11:38:55
47012,228.176.163.152,142.201.6.37,12:16:21
47013,95.36.180.177,132.99.6.255,06:39:52
47014,118.76.29.12,29.159.245.190,01:28:19
47015,63.112.169.13,117.46.146.238,04:05:51
47016,17.229.56.231,14.212.104.33,03:00:52
47017,224.223.97.138,12.253.119.24,22:22:49
47018,187.152.144.57,199.100.197.66,07:05:38
47019,191.214.220.183,5.58.153.66,02:03:16
4702,180.9.219.147,182.2.191.105,21:38:12
47020,91.172.130.114,207.147.10.100,09:46:13
47021,179.178.28.150,136.148.128.204,11:43:00
47022,253.246.8.92,139.217.145.11,19:51:08
47023,172.22.30.60,140.196.237.81,13:16:55
47024,128.253.204.30,26.187.181.204,12:54:44
47025,236.67.214.2,139.223.166.189,21:58:24
47026,98.208.121.221,72.170.102.55,17:32:37
47027,188.169.227.126,20.87.204.131,20:28:09
47028,129.76.117.35,245.63.64.81,01:15:30
47029,220.208.243.72,221.117.205.30,20:34:46
4703,157.164.31.168,186.68.50.149,23:02:24
47030,6.253.85.119,112.110.41.140,00:21:31
47031,255.230.125.26,37.83.177.240,07:46:03
47032,234.77.195.76,172.140.31.125,09:41:27
47033,109.107.204.59,124.27.201.245,01:07:03
47034,109.29.119.110,160.152.31.161,11:01:25
47035,155.94.157.221,172.140.31.125,14:32:01
47036,96.95.198.78,12.188.187.232,09:53:15
47037,49.44.210.255,120.84.233.198,10:36:55
47038,139.13.244.128,152.80.245.104,23:00:05
47039,158.253.166.224,194.58.69.174,14:13:28
4704,45.134.239.85,73.127.143.41,17:30:52
47040,228.176.163.152,122.67.158.213,21:14:01
47041,248.58.191.7,254.65.194.202,00:52:32
47042,66.153.223.168,11.220.193.184,11:06:19
47043,103.29.30.228,186.131.251.57,04:18:43
47044,228.150.55.224,152.36.228.124,13:54:43
47045,158.61.213.242,149.88.104.91,12:50:16
47046,179.178.28.150,231.177.148.105,19:19:34
47047,252.114.198.148,218.218.128.89,07:37:16
47048,191.55.51.132,115.4.74.23,06:54:43
47049,239.161.89.41,68.190.161.120,10:21:16
4705,36.67.134.207,252.71.132.55,23:25:16
47050,154.229.44.255,17.144.74.228,09:58:08
47051,202.233.101.70,49.235.60.146,04:44:15
47052,141.112.0.36,221.237.111.54,09:59:32
47053,143.224.58.190,222.213.182.4,14:49:26
47054,202.233.101.70,200.235.80.32,05:36:26
47055,198.176.100.86,8.207.64.17,03:32:27
47056,58.21.103.143,163.36.115.181,08:14:25
47057,125.214.248.79,8.207.64.17,12:52:52
47058,79.252.75.8,46.128.80.194,05:02:36
47059,126.209.158.242,171.109.188.177,03:52:40
4706,235.90.64.186,135.65.247.77,01:28:06
47060,192.19.5.78,144.186.164.188,07:30:46
47061,235.44.252.224,193.48.76.250,02:26:28
47062,137.163.218.65,104.73.70.138,02:22:54
47063,169.36.74.195,88.174.232.159,13:56:02
47064,174.167.41.124,101.240.32.153,20:30:23
47065,27.150.180.2,232.184.78.99,14:38:26
47066,35.191.59.18,165.247.145.188,05:00:38
47067,212.222.89.137,1.76.53.198,06:51:11
47068,30.89.122.143,133.227.173.185,12:44:04
47069,191.173.239.254,175.241.167.84,20:56:55
4707,112.40.129.42,120.124.245.183,21:39:54
47070,5.112.10.178,43.51.179.68,23:59:56
47071,117.241.118.167,187.215.192.158,01:39:45
47072,43.83.62.16,205.147.65.1,16:51:28
47073,188.106.243.132,45.229.111.167,11:07:18
47074,78.197.190.36,67.45.43.250,11:59:00
47075,167.33.152.8,123.176.71.251,11:28:58
47076,97.43.113.179,255.185.129.139,06:53:18
47077,77.83.133.224,6.152.14.114,07:16:02
47078,106.159.182.49,53.49.36.35,21:14:14
47079,228.5.175.180,17.230.223.124,13:15:31
4708,249.166.171.28,122.9.22.39,22:18:37
47080,236.250.52.119,245.183.121.135,05:08:28
47081,121.151.218.96,63.242.130.17,09:51:26
47082,229.231.65.42,85.227.129.250,07:55:36
47083,41.74.102.53,248.218.109.26,00:01:16
47084,65.55.229.240,86.22.96.27,21:23:25
47085,38.132.60.77,252.71.132.55,08:41:24
47086,250.141.97.64,151.118.64.115,10:19:01
47087,19.238.53.178,75.254.141.138,01:04:38
47088,91.172.130.114,255.82.109.253,23:11:29
47089,17.229.56.231,156.73.111.93,14:15:56
4709,89.143.197.205,184.223.67.229,17:10:04
47090,71.97.25.37,209.71.88.75,15:56:08
47091,81.182.30.182,250.166.61.58,05:07:17
47092,93.52.247.70,231.75.14.135,01:53:28
47093,251.75.171.213,37.174.199.179,11:10:51
47094,185.192.193.196,71.53.60.253,03:29:27
47095,167.110.182.2,158.25.90.157,01:40:32
47096,84.146.254.14,165.100.184.87,21:26:36
47097,86.155.193.49,28.30.191.164,23:45:36
47098,162.241.178.76,54.120.246.140,03:34:23
47099,86.174.40.24,65.52.23.50,04:22:56
471,105.69.103.130,223.207.252.225,03:07:51
4710,73.13.176.24,233.119.247.247,16:55:30
47100,29.208.158.4,234.89.80.246,23:09:02
47101,8.196.135.19,12.253.119.24,07:48:36
47102,247.4.214.184,187.31.233.152,01:55:29
47103,59.98.159.220,255.197.1.85,15:25:30
47104,84.146.254.14,8.172.10.78,12:16:00
47105,211.211.71.235,89.176.115.145,17:10:10
47106,182.154.203.202,149.220.75.80,17:34:01
47107,73.178.70.19,177.199.32.223,04:19:25
47108,84.146.254.14,220.103.5.20,17:26:54
47109,45.240.76.78,46.234.152.187,06:03:22
4711,236.148.171.127,147.5.206.119,09:55:35
47110,105.69.103.130,32.221.156.14,14:05:13
47111,176.173.125.234,81.124.151.77,20:32:59
47112,77.83.133.224,187.8.159.75,05:14:31
47113,67.251.171.168,102.143.27.14,10:52:56
47114,36.52.173.101,234.204.112.12,03:53:30
47115,70.207.163.36,205.115.19.16,08:50:08
47116,240.53.99.181,207.169.195.22,15:14:53
47117,43.80.146.240,255.185.129.139,21:55:38
47118,169.32.94.136,237.181.194.207,03:38:58
47119,157.90.208.126,239.64.179.152,10:22:07
4712,126.180.50.94,116.62.173.203,10:45:50
47120,179.214.37.226,105.80.204.148,09:40:49
47121,217.145.231.234,134.23.242.31,18:41:05
47122,66.199.205.167,251.147.86.2,21:31:04
47123,91.153.255.189,153.108.13.195,17:25:51
47124,96.133.141.81,167.224.68.227,19:41:28
47125,2.252.112.41,170.228.83.128,12:44:04
47126,218.28.52.124,221.89.235.223,12:43:03
47127,250.100.174.193,201.108.251.246,09:14:02
47128,194.114.7.241,195.26.213.235,01:35:53
47129,172.155.91.225,46.184.83.123,10:17:52
4713,203.118.159.142,106.86.78.82,15:04:09
47130,210.119.96.0,188.177.131.194,22:37:20
47131,169.9.52.137,145.148.99.208,21:57:34
47132,180.10.15.182,108.45.246.59,01:28:25
47133,169.95.114.168,20.178.220.142,20:34:43
47134,224.86.94.81,4.181.254.84,15:34:07
47135,21.127.42.229,28.120.116.50,17:22:13
47136,14.15.82.200,106.159.242.9,00:15:51
47137,122.112.78.220,164.115.102.108,04:54:33
47138,171.103.211.99,49.201.124.174,12:30:24
47139,233.14.35.50,88.77.255.69,06:06:36
4714,14.141.225.17,124.48.135.119,12:14:59
47140,83.38.54.150,90.20.112.94,04:30:39
47141,83.59.239.200,209.227.67.246,12:54:51
47142,42.143.232.187,16.167.222.122,10:44:55
47143,154.77.50.50,80.92.22.43,15:40:05
47144,118.135.206.93,140.136.179.166,16:43:35
47145,155.210.253.39,134.36.23.95,05:20:42
47146,164.192.72.125,129.91.188.44,21:09:33
47147,162.162.234.104,36.116.14.100,20:18:36
47148,107.89.22.194,18.237.20.122,09:28:21
47149,84.146.254.14,37.83.177.240,11:25:39
4715,136.224.210.190,166.186.125.184,19:49:49
47150,238.190.101.213,44.109.44.100,01:36:39
47151,141.17.90.0,217.161.205.147,03:29:41
47152,43.231.140.212,13.65.41.162,18:17:58
47153,0.144.140.48,208.28.216.39,01:50:12
47154,148.27.113.68,225.75.24.129,19:23:04
47155,205.32.96.64,89.141.207.1,20:34:45
47156,116.172.197.7,54.71.178.164,13:54:14
47157,249.135.128.126,186.77.100.135,08:33:21
47158,135.66.171.3,152.80.245.104,13:33:01
47159,111.178.231.20,24.94.216.95,18:05:34
4716,217.232.222.152,21.112.183.22,20:54:21
47160,130.110.210.73,148.216.161.224,11:48:56
47161,232.105.165.123,91.169.208.210,14:50:14
47162,205.239.119.13,77.220.11.173,06:22:33
47163,7.56.161.105,75.26.121.239,13:48:07
47164,62.187.99.41,28.158.247.181,04:11:18
47165,64.183.117.111,45.167.157.192,02:07:53
47166,62.40.111.223,93.46.128.9,04:58:34
47167,128.100.107.183,255.185.129.139,22:37:54
47168,206.152.12.109,0.125.201.36,22:11:54
47169,85.251.73.97,207.64.110.231,10:46:23
4717,25.5.5.172,56.236.193.216,19:45:32
47170,5.10.152.68,170.228.83.128,22:20:14
47171,134.4.104.241,177.219.152.5,18:31:06
47172,90.37.110.210,6.174.58.165,06:23:22
47173,45.134.239.85,170.228.83.128,11:22:29
47174,124.59.252.116,63.132.198.55,07:50:50
47175,157.250.71.178,205.128.240.206,17:48:24
47176,179.121.136.210,255.185.129.139,13:32:47
47177,0.92.126.14,212.155.97.72,20:16:55
47178,86.101.136.232,225.171.149.239,12:25:38
47179,3.211.230.21,100.84.10.214,07:24:56
4718,226.22.175.210,117.213.238.87,23:12:57
47180,5.221.40.124,182.85.224.40,02:20:43
47181,188.245.122.85,107.28.177.96,17:52:22
47182,186.27.197.13,200.194.162.31,16:26:37
47183,250.128.243.113,222.38.83.228,19:59:59
47184,85.221.145.90,236.225.97.30,10:44:52
47185,150.105.202.252,8.178.83.149,04:40:43
47186,212.92.178.105,204.185.200.53,11:21:13
47187,163.136.101.49,204.185.200.53,08:40:02
47188,200.21.236.25,195.66.248.161,23:22:29
47189,179.178.28.150,149.239.163.183,20:06:38
4719,168.245.140.38,132.151.93.114,08:04:35
47190,145.240.223.12,124.248.144.79,23:53:47
47191,181.192.169.190,139.209.171.129,02:10:59
47192,194.59.123.7,213.72.128.57,18:28:33
47193,233.14.35.50,115.4.74.23,02:17:29
47194,48.249.18.193,72.168.169.223,21:44:40
47195,122.25.16.224,247.173.92.67,01:44:07
47196,70.12.162.153,190.216.22.201,04:47:50
47197,175.121.97.72,164.30.213.84,01:03:09
47198,113.71.109.134,223.187.245.187,07:39:20
47199,165.202.46.10,255.185.129.139,09:58:09
472,92.71.225.128,224.251.105.194,06:52:51
4720,10.162.200.136,247.4.180.192,06:33:35
47200,45.134.239.85,233.4.92.187,10:18:09
47201,197.25.9.250,37.212.225.157,07:20:58
47202,250.100.174.193,40.171.35.68,16:01:53
47203,64.22.240.92,37.212.225.157,00:17:43
47204,165.49.172.148,155.200.64.182,01:59:15
47205,157.244.89.198,100.234.31.28,16:29:51
47206,107.44.19.129,142.59.210.249,20:55:21
47207,93.34.152.149,49.210.53.125,14:33:35
47208,1.18.176.220,253.194.193.41,20:19:58
47209,185.43.254.238,151.94.224.180,17:34:41
4721,248.108.165.74,45.189.238.53,10:57:58
47210,45.240.76.78,27.23.98.131,00:40:51
47211,157.250.71.178,220.148.132.228,04:02:43
47212,146.111.108.207,72.41.237.150,04:35:22
47213,157.250.71.178,130.195.111.9,17:41:09
47214,109.196.79.197,37.83.177.240,17:14:48
47215,52.168.1.120,180.193.112.231,08:28:51
47216,192.143.149.23,96.32.184.63,18:45:15
47217,86.187.229.174,237.199.134.23,08:21:03
47218,38.197.159.51,71.4.165.39,05:41:31
47219,236.67.214.2,143.195.202.62,21:58:47
4722,102.193.178.231,198.177.245.63,14:32:40
47220,35.120.91.245,204.194.75.31,07:11:50
47221,196.91.213.221,55.33.248.32,04:23:13
47222,88.90.186.214,73.153.93.190,07:17:11
47223,182.213.16.100,114.18.232.133,00:27:38
47224,102.66.131.80,20.78.47.155,13:09:05
47225,251.246.28.30,247.34.248.150,17:19:22
47226,147.175.89.125,202.227.189.131,04:54:23
47227,62.59.43.169,27.149.0.165,19:03:18
47228,48.25.45.15,217.160.199.123,07:04:43
47229,94.64.66.138,182.219.212.225,09:00:21
4723,62.40.111.223,78.161.134.151,18:45:18
47230,148.49.247.131,152.80.245.104,02:26:00
47231,137.63.127.196,203.44.89.107,15:48:50
47232,140.253.121.210,68.204.8.43,13:02:24
47233,79.247.63.223,83.130.154.120,10:04:36
47234,0.47.247.115,182.48.120.129,00:00:26
47235,45.240.76.78,28.47.116.158,11:24:00
47236,200.121.221.54,242.209.148.114,05:35:12
47237,32.251.121.223,14.204.190.217,16:51:40
47238,140.237.216.204,64.22.40.113,17:29:35
47239,249.162.155.242,212.59.91.69,07:39:04
4724,233.185.104.146,37.212.225.157,00:33:37
47240,74.255.117.50,198.51.250.70,19:18:40
47241,98.105.80.245,207.147.10.100,05:24:26
47242,147.131.95.226,54.254.192.115,13:24:19
47243,20.87.204.131,187.189.254.228,19:32:46
47244,220.253.134.195,176.18.9.119,01:22:35
47245,243.233.89.127,186.139.238.165,20:35:47
47246,161.84.5.187,207.169.195.22,06:41:02
47247,72.253.43.217,47.192.61.77,17:26:53
47248,182.213.16.100,114.151.222.38,22:36:19
47249,202.233.101.70,216.90.103.139,02:14:19
4725,231.133.94.183,201.231.233.8,05:37:09
47250,48.151.83.254,180.126.71.63,08:24:30
47251,101.68.170.5,108.63.190.110,04:30:45
47252,101.192.182.85,152.239.229.11,22:19:43
47253,210.58.189.255,110.226.240.83,09:35:14
47254,90.167.4.245,83.74.73.100,14:40:37
47255,127.236.30.108,255.185.129.139,10:19:09
47256,46.121.251.46,183.189.45.30,21:23:09
47257,231.100.65.139,79.97.148.176,00:09:03
47258,166.35.18.237,245.38.107.177,17:11:14
47259,253.140.67.180,52.137.77.151,13:09:45
4726,205.32.96.64,98.162.203.110,01:22:09
47260,112.187.79.109,91.191.236.209,11:04:37
47261,98.236.115.39,11.220.193.184,18:07:59
47262,255.43.221.219,97.81.161.233,23:01:40
47263,236.223.231.151,242.121.141.100,17:23:08
47264,44.2.196.48,72.114.40.165,11:53:50
47265,246.37.189.161,149.88.104.91,21:05:54
47266,214.8.249.223,78.161.134.151,13:17:55
47267,225.117.198.184,119.25.15.139,13:52:03
47268,172.22.30.60,117.46.146.238,08:31:42
47269,135.22.235.187,73.125.239.177,08:03:29
4727,191.173.239.254,152.80.245.104,10:44:40
47270,103.37.66.218,56.115.6.240,16:53:14
47271,243.254.184.174,1.183.229.199,22:24:42
47272,94.154.69.223,56.108.46.21,22:33:56
47273,124.30.225.237,165.111.241.180,16:18:54
47274,220.171.234.139,74.158.69.201,03:22:00
47275,5.221.40.124,251.147.86.2,13:36:37
47276,194.7.38.86,76.197.82.176,04:34:33
47277,49.199.213.202,197.218.251.194,12:35:05
47278,40.201.10.77,196.237.232.42,11:50:03
47279,140.168.83.145,122.246.42.99,02:26:24
4728,149.156.18.109,156.18.53.61,01:03:44
47280,82.44.27.106,163.36.115.181,21:23:32
47281,231.100.65.139,103.203.186.179,06:42:07
47282,45.134.239.85,208.28.216.39,09:19:16
47283,101.192.182.85,205.128.240.206,16:23:52
47284,202.79.253.64,25.13.255.88,02:40:11
47285,103.63.79.165,48.90.95.71,13:13:18
47286,111.11.254.181,65.103.212.78,19:58:15
47287,159.196.107.223,173.160.229.245,01:40:58
47288,128.130.107.126,37.83.177.240,18:27:10
47289,95.101.197.45,202.102.104.16,03:16:41
4729,176.251.26.32,114.101.75.125,14:24:21
47290,135.205.202.246,207.110.210.85,23:48:21
47291,246.205.234.60,135.121.161.178,16:36:44
47292,137.28.158.227,16.173.81.127,23:54:00
47293,255.99.147.180,194.129.119.233,19:43:50
47294,104.219.187.33,170.141.234.7,00:37:23
47295,48.151.83.254,245.11.60.251,14:16:12
47296,35.61.170.156,255.205.203.155,15:15:20
47297,166.160.35.147,173.222.175.237,10:20:12
47298,119.151.203.82,11.20.153.116,09:57:49
47299,141.207.162.22,202.71.16.106,19:31:42
473,15.93.28.114,151.52.165.4,08:54:05
4730,138.22.166.192,85.125.190.100,00:18:46
47300,132.94.102.182,255.185.129.139,12:49:22
47301,237.105.94.1,159.186.216.175,12:42:09
47302,171.46.131.130,202.151.17.68,14:51:44
47303,196.91.213.221,54.129.9.120,22:33:47
47304,231.100.65.139,250.229.118.155,21:16:07
47305,255.196.240.137,137.136.80.121,00:18:56
47306,0.151.82.177,149.155.158.249,05:11:24
47307,187.197.124.164,186.141.58.56,23:27:11
47308,166.35.18.237,37.211.141.119,00:35:07
47309,214.72.115.173,106.37.59.138,00:44:02
4731,15.17.32.112,25.143.115.223,04:11:54
47310,38.195.101.182,229.65.249.60,17:44:14
47311,252.212.92.140,41.229.78.139,00:35:13
47312,35.191.59.18,227.195.248.185,16:59:58
47313,99.12.85.208,95.207.168.245,17:36:49
47314,12.203.189.55,244.75.22.207,09:30:26
47315,241.129.83.238,190.92.165.94,04:58:18
47316,30.130.66.174,0.50.236.254,08:40:14
47317,86.187.229.174,83.116.229.186,06:59:45
47318,19.225.127.31,64.51.255.197,10:28:46
47319,69.53.94.46,165.223.93.204,09:45:00
4732,51.228.64.74,147.15.98.74,09:58:12
47320,85.251.73.97,204.5.139.148,19:16:53
47321,29.111.217.143,102.230.60.118,15:18:36
47322,50.237.78.23,149.88.104.91,22:43:54
47323,7.206.181.255,246.64.106.79,13:21:40
47324,98.218.135.159,117.46.146.238,10:20:15
47325,160.9.210.236,145.221.65.156,10:00:37
47326,213.225.195.3,59.158.248.51,15:19:48
47327,105.216.214.13,42.160.145.167,02:08:05
47328,120.40.69.64,28.133.160.211,12:15:38
47329,108.166.164.12,143.76.212.216,04:27:15
4733,32.171.74.96,156.185.208.115,09:27:39
47330,251.115.118.11,186.68.50.149,02:16:21
47331,158.55.131.58,201.42.193.201,06:27:05
47332,146.152.72.153,255.185.129.139,12:26:39
47333,191.173.239.254,33.40.117.53,12:46:30
47334,19.124.246.171,160.231.215.122,01:33:44
47335,182.213.16.100,86.103.61.107,09:37:50
47336,160.9.210.236,106.213.27.206,07:28:14
47337,117.184.232.230,151.154.97.228,01:10:37
47338,196.108.179.92,255.247.184.241,03:35:59
47339,6.48.78.31,145.176.93.112,15:54:02
4734,64.39.111.104,58.156.65.84,05:39:00
47340,98.236.115.39,205.147.65.1,08:07:09
47341,159.222.166.27,112.223.251.32,18:48:19
47342,154.229.44.255,247.96.43.228,01:18:51
47343,45.240.76.78,129.29.3.157,04:57:46
47344,170.152.156.14,137.162.23.1,19:24:22
47345,59.227.203.159,207.195.153.251,22:40:40
47346,64.0.151.44,65.245.220.38,11:31:54
47347,200.209.61.16,131.24.54.172,18:12:40
47348,206.126.2.38,173.214.100.216,03:53:47
47349,254.133.246.113,83.43.161.105,18:10:17
4735,104.7.119.241,219.40.79.179,05:03:44
47350,94.148.176.197,116.222.250.94,21:14:31
47351,98.203.200.235,65.124.1.185,20:52:30
47352,196.2.53.122,134.160.218.89,10:41:38
47353,74.30.150.126,44.229.186.222,20:31:17
47354,246.201.239.167,148.244.133.44,06:50:15
47355,30.128.140.82,54.120.246.140,15:50:48
47356,85.62.50.175,47.73.251.86,18:51:11
47357,78.40.178.88,57.232.196.252,19:39:31
47358,247.145.62.142,153.28.165.146,00:01:42
47359,162.121.46.253,72.67.228.231,07:10:09
4736,208.203.103.244,221.61.115.23,10:03:24
47360,194.186.126.142,25.193.106.95,00:42:14
47361,39.222.52.88,183.189.45.30,04:49:34
47362,107.222.204.192,45.219.9.36,01:27:53
47363,74.240.212.183,21.73.3.89,18:46:50
47364,80.58.189.245,166.207.73.231,12:56:25
47365,83.164.156.135,144.147.139.166,14:46:20
47366,2.97.151.233,87.65.186.200,11:48:12
47367,207.198.205.62,163.76.95.154,17:48:07
